signal_id,symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,outcome,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source,telegram_message_id,initial_sl,trail_activate,trail_lock,sl_pct,leverage,margin_usd,position_usd,max_hold_candles
20260923-071251-016,SUI-USDT,LONG,B1,هایپریون (Hyperion),1.03230000,0.99100800,0.00000000,2026-09-23 07:12:51,OPEN,,,,,,10.00,,titan_signal,14578,0.99100800,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071253-017,NEAR-USDT,LONG,S3,کرونوس (Cronus),4.42350000,4.24656000,0.00000000,2026-09-23 07:12:53,OPEN,,,,,,10.00,,titan_signal,14579,4.24656000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071254-018,NEAR-USDT,LONG,B1,هایپریون (Hyperion),4.42350000,4.24656000,0.00000000,2026-09-23 07:12:54,OPEN,,,,,,10.00,,titan_signal,14580,4.24656000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071256-019,DOT-USDT,LONG,S3,کرونوس (Cronus),1.21780000,1.16908800,0.00000000,2026-09-23 07:12:56,OPEN,,,,,,10.00,,titan_signal,14581,1.16908800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071257-020,DOT-USDT,LONG,B1,هایپریون (Hyperion),1.21780000,1.16908800,0.00000000,2026-09-23 07:12:57,OPEN,,,,,,10.00,,titan_signal,14582,1.16908800,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071314-021,ADA-USDT,LONG,S3,کرونوس (Cronus),0.25750000,0.24720000,0.00000000,2026-09-23 07:13:14,CLOSED,TRAIL_STOP,2026-09-23 07:31:38,0.25957000,0.200000,0.603883,10.00,0.803883,titan_signal,,0.24720000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071327-022,ADA-USDT,LONG,B1,هایپریون (Hyperion),0.25750000,0.24720000,0.00000000,2026-09-23 07:13:27,CLOSED,TRAIL_STOP,2026-09-23 07:31:39,0.25957000,0.200000,0.603883,10.00,0.803883,titan_signal,14583,0.24720000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071331-023,LINK-USDT,LONG,S3,کرونوس (Cronus),13.20980000,12.68140800,0.00000000,2026-09-23 07:13:31,OPEN,,,,,,10.00,,titan_signal,14584,12.68140800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071332-024,LINK-USDT,LONG,B1,هایپریون (Hyperion),13.20980000,12.68140800,0.00000000,2026-09-23 07:13:32,OPEN,,,,,,10.00,,titan_signal,14585,12.68140800,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071334-025,AVAX-USDT,LONG,S3,کرونوس (Cronus),11.35000000,10.89600000,0.00000000,2026-09-23 07:13:34,OPEN,,,,,,10.00,,titan_signal,14586,10.89600000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071335-026,AVAX-USDT,LONG,B1,هایپریون (Hyperion),11.35000000,10.89600000,0.00000000,2026-09-23 07:13:35,OPEN,,,,,,10.00,,titan_signal,14587,10.89600000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071337-027,ATOM-USDT,LONG,S3,کرونوس (Cronus),1.85270000,1.77859200,0.00000000,2026-09-23 07:13:37,OPEN,,,,,,10.00,,titan_signal,14588,1.77859200,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071338-028,ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.85270000,1.77859200,0.00000000,2026-09-23 07:13:38,OPEN,,,,,,10.00,,titan_signal,14589,1.77859200,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071339-029,FIL-USDT,LONG,S3,کرونوس (Cronus),1.06480000,1.02220800,0.00000000,2026-09-23 07:13:39,OPEN,,,,,,10.00,,titan_signal,14590,1.02220800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071341-030,FIL-USDT,LONG,B1,هایپریون (Hyperion),1.06480000,1.02220800,0.00000000,2026-09-23 07:13:41,OPEN,,,,,,10.00,,titan_signal,14591,1.02220800,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071345-031,INJ-USDT,LONG,S3,کرونوس (Cronus),8.04500000,7.72320000,0.00000000,2026-09-23 07:13:45,CLOSED,TRAIL_STOP,2026-09-23 07:31:41,8.10170000,0.200000,0.504786,10.00,0.704786,titan_signal,14592,7.72320000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071347-032,INJ-USDT,LONG,B1,هایپریون (Hyperion),8.04500000,7.72320000,0.00000000,2026-09-23 07:13:47,CLOSED,TRAIL_STOP,2026-09-23 07:31:41,8.10170000,0.200000,0.504786,10.00,0.704786,titan_signal,14593,7.72320000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071348-033,SEI-USDT,LONG,S3,کرونوس (Cronus),0.06286000,0.06034560,0.00000000,2026-09-23 07:13:48,OPEN,,,,,,10.00,,titan_signal,14594,0.06034560,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071349-034,SEI-USDT,LONG,B1,هایپریون (Hyperion),0.06286000,0.06034560,0.00000000,2026-09-23 07:13:49,OPEN,,,,,,10.00,,titan_signal,14595,0.06034560,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071351-035,TIA-USDT,LONG,S3,کرونوس (Cronus),0.51460000,0.49401600,0.00000000,2026-09-23 07:13:51,OPEN,,,,,,10.00,,titan_signal,14596,0.49401600,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071352-036,TIA-USDT,LONG,B1,هایپریون (Hyperion),0.51460000,0.49401600,0.00000000,2026-09-23 07:13:52,OPEN,,,,,,10.00,,titan_signal,14597,0.49401600,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071356-037,OP-USDT,LONG,S3,کرونوس (Cronus),0.13880000,0.13324800,0.00000000,2026-09-23 07:13:56,OPEN,,,,,,10.00,,titan_signal,14598,0.13324800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071357-038,OP-USDT,LONG,B1,هایپریون (Hyperion),0.13880000,0.13324800,0.00000000,2026-09-23 07:13:57,OPEN,,,,,,10.00,,titan_signal,14599,0.13324800,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071359-039,PEPE-USDT,LONG,S3,کرونوس (Cronus),0.00000496,0.00000476,0.00000000,2026-09-23 07:13:59,CLOSED,TRAIL_STOP,2026-09-23 08:12:19,0.00000500,0.200000,0.689113,10.00,0.889113,titan_signal,14600,0.00000476,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-071400-040,PEPE-USDT,LONG,B1,هایپریون (Hyperion),0.00000496,0.00000476,0.00000000,2026-09-23 07:14:00,CLOSED,TRAIL_STOP,2026-09-23 08:12:20,0.00000500,0.200000,0.689113,10.00,0.889113,titan_signal,14601,0.00000476,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-071401-041,SHIB-USDT,LONG,S3,کرونوس (Cronus),0.00000621,0.00000596,0.00000000,2026-09-23 07:14:01,OPEN,,,,,,10.00,,titan_signal,14602,0.00000596,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-073155-042,DOGE-USDT,LONG,S3,کرونوس (Cronus),0.10376000,0.09960960,0.00000000,2026-09-23 07:31:55,CLOSED,TRAIL_STOP,2026-09-23 08:12:20,0.10413800,0.200000,0.164302,10.00,0.364302,titan_signal,14608,0.09960960,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-073157-043,DOGE-USDT,LONG,B1,هایپریون (Hyperion),0.10376000,0.09960960,0.00000000,2026-09-23 07:31:57,CLOSED,TRAIL_STOP,2026-09-23 08:12:21,0.10413800,0.200000,0.164302,10.00,0.364302,titan_signal,14609,0.09960960,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-073200-044,ADA-USDT,LONG,S3,کرونوس (Cronus),0.25960000,0.24921600,0.00000000,2026-09-23 07:32:00,CLOSED,TRAIL_STOP,2026-09-23 08:12:21,0.26185000,0.200000,0.666718,10.00,0.866718,titan_signal,14610,0.24921600,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-073201-045,ADA-USDT,LONG,B1,هایپریون (Hyperion),0.25960000,0.24921600,0.00000000,2026-09-23 07:32:01,CLOSED,TRAIL_STOP,2026-09-23 08:12:22,0.26185000,0.200000,0.666718,10.00,0.866718,titan_signal,14611,0.24921600,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-073205-046,ATOM-USDT,LONG,S1,پرومتئوس (Prometheus),1.84500000,1.77120000,0.00000000,2026-09-23 07:32:05,OPEN,,,,,,10.00,,titan_signal,14612,1.77120000,0.003000,0.9000,0.0400,10,10.00,100.00,72
20260923-073209-047,INJ-USDT,LONG,S3,کرونوس (Cronus),8.10000000,7.77600000,0.00000000,2026-09-23 07:32:09,OPEN,,,,,,10.00,,titan_signal,14613,7.77600000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-073210-048,INJ-USDT,LONG,B1,هایپریون (Hyperion),8.10000000,7.77600000,0.00000000,2026-09-23 07:32:10,OPEN,,,,,,10.00,,titan_signal,14614,7.77600000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-073212-049,TIA-USDT,LONG,S1,پرومتئوس (Prometheus),0.51270000,0.49219200,0.00000000,2026-09-23 07:32:12,OPEN,,,,,,10.00,,titan_signal,14615,0.49219200,0.003000,0.9000,0.0400,10,10.00,100.00,72
20260923-073213-050,POL-USDT,LONG,S3,کرونوس (Cronus),0.11040000,0.10598400,0.00000000,2026-09-23 07:32:13,OPEN,,,,,,10.00,,titan_signal,14616,0.10598400,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-073215-051,POL-USDT,LONG,B1,هایپریون (Hyperion),0.11040000,0.10598400,0.00000000,2026-09-23 07:32:15,OPEN,,,,,,10.00,,titan_signal,14617,0.10598400,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-073219-052,SHIB-USDT,LONG,B1,هایپریون (Hyperion),0.00000621,0.00000596,0.00000000,2026-09-23 07:32:19,OPEN,,,,,,10.00,,titan_signal,14618,0.00000596,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-081253-053,BTC-USDT,LONG,S3,کرونوس (Cronus),87158.70000000,83672.35200000,0.00000000,2026-09-23 08:12:53,OPEN,,,,,,10.00,,titan_signal,14636,83672.35200000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081254-054,ETH-USDT,LONG,S3,کرونوس (Cronus),2781.85000000,2670.57600000,0.00000000,2026-09-23 08:12:54,OPEN,,,,,,10.00,,titan_signal,14637,2670.57600000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081256-055,SOL-USDT,LONG,S3,کرونوس (Cronus),119.48000000,114.70080000,0.00000000,2026-09-23 08:12:56,OPEN,,,,,,10.00,,titan_signal,14638,114.70080000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081313-056,SOL-USDT,LONG,B1,هایپریون (Hyperion),119.48000000,114.70080000,0.00000000,2026-09-23 08:13:13,OPEN,,,,,,10.00,,titan_signal,,114.70080000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-081326-057,XRP-USDT,LONG,S3,کرونوس (Cronus),1.65067000,1.58464320,0.00000000,2026-09-23 08:13:26,OPEN,,,,,,10.00,,titan_signal,14639,1.58464320,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081327-058,XRP-USDT,LONG,B1,هایپریون (Hyperion),1.65067000,1.58464320,0.00000000,2026-09-23 08:13:27,OPEN,,,,,,10.00,,titan_signal,14640,1.58464320,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-081329-059,LTC-USDT,LONG,S3,کرونوس (Cronus),63.92000000,61.36320000,0.00000000,2026-09-23 08:13:29,OPEN,,,,,,10.00,,titan_signal,14641,61.36320000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081330-060,LTC-USDT,LONG,B1,هایپریون (Hyperion),63.92000000,61.36320000,0.00000000,2026-09-23 08:13:30,OPEN,,,,,,10.00,,titan_signal,14642,61.36320000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-081332-061,DOGE-USDT,LONG,S3,کرونوس (Cronus),0.10368000,0.09953280,0.00000000,2026-09-23 08:13:32,OPEN,,,,,,10.00,,titan_signal,14643,0.09953280,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081333-062,DOGE-USDT,LONG,B1,هایپریون (Hyperion),0.10368000,0.09953280,0.00000000,2026-09-23 08:13:33,OPEN,,,,,,10.00,,titan_signal,14644,0.09953280,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-081337-063,ADA-USDT,LONG,S3,کرونوس (Cronus),0.26010000,0.24969600,0.00000000,2026-09-23 08:13:37,OPEN,,,,,,10.00,,titan_signal,14645,0.24969600,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081338-064,ADA-USDT,LONG,B1,هایپریون (Hyperion),0.26010000,0.24969600,0.00000000,2026-09-23 08:13:38,OPEN,,,,,,10.00,,titan_signal,14646,0.24969600,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260923-081343-065,FIL-USDT,LONG,S1,پرومتئوس (Prometheus),1.04730000,1.00540800,0.00000000,2026-09-23 08:13:43,OPEN,,,,,,10.00,,titan_signal,14647,1.00540800,0.003000,0.9000,0.0400,10,10.00,100.00,72
20260923-081349-066,OP-USDT,LONG,S1,پرومتئوس (Prometheus),0.13640000,0.13094400,0.00000000,2026-09-23 08:13:49,OPEN,,,,,,10.00,,titan_signal,14648,0.13094400,0.003000,0.9000,0.0400,10,10.00,100.00,72
20260923-081350-067,PEPE-USDT,LONG,S3,کرونوس (Cronus),0.00000505,0.00000485,0.00000000,2026-09-23 08:13:50,OPEN,,,,,,10.00,,titan_signal,14649,0.00000485,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260923-081351-068,PEPE-USDT,LONG,B1,هایپریون (Hyperion),0.00000505,0.00000485,0.00000000,2026-09-23 08:13:51,OPEN,,,,,,10.00,,titan_signal,14650,0.00000485,0.003000,0.9000,0.0400,10,10.00,100.00,96
