symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,outcome,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ADA-USDT,SHORT,S3,کرونوس (Cronus),0.21100000,0.21944000,0.00000000,2026-09-05 07:12:07,CLOSED,TRAIL_STOP,2026-09-05 04:16:08,0.21010000,0.200000,0.226540,10.00,0.426540,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.53180000,1.47052800,0.00000000,2026-09-05 07:12:10,CLOSED,TRAIL_STOP,2026-09-05 04:16:09,1.53603000,0.200000,0.076146,10.00,0.276146,titan_signal
INJ-USDT,SHORT,S3,کرونوس (Cronus),4.76500000,4.95560000,0.00000000,2026-09-05 07:12:12,CLOSED,TRAIL_STOP,2026-09-05 04:16:09,4.75150000,0.200000,0.083316,10.00,0.283316,titan_signal
ETH-USDT,SHORT,S2,ایاپتوس (Iapetus),2451.19000000,2549.23760000,0.00000000,2026-09-05 07:46:16,OPEN,,,,,,10.00,,titan_signal
ETH-USDT,SHORT,S3,کرونوس (Cronus),2451.19000000,2549.23760000,0.00000000,2026-09-05 07:46:18,OPEN,,,,,,10.00,,titan_signal
ETH-USDT,SHORT,B2,اطلس (Atlas),2451.19000000,2549.23760000,0.00000000,2026-09-05 07:46:20,OPEN,,,,,,10.00,,titan_signal
SOL-USDT,SHORT,S3,کرونوس (Cronus),101.75000000,105.82000000,0.00000000,2026-09-05 07:46:21,OPEN,,,,,,10.00,,titan_signal
SOL-USDT,SHORT,B2,اطلس (Atlas),101.75000000,105.82000000,0.00000000,2026-09-05 07:46:23,OPEN,,,,,,10.00,,titan_signal
XRP-USDT,SHORT,S3,کرونوس (Cronus),1.39588000,1.45171520,0.00000000,2026-09-05 07:46:25,OPEN,,,,,,10.00,,titan_signal
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),2.21860000,2.12985600,0.00000000,2026-09-05 07:46:28,CLOSED,TRAIL_STOP,2026-09-05 04:41:27,2.23489000,0.200000,0.534247,10.00,0.734247,titan_signal
ADA-USDT,SHORT,S3,کرونوس (Cronus),0.21030000,0.21871200,0.00000000,2026-09-05 07:46:29,OPEN,,,,,,10.00,,titan_signal
ADA-USDT,SHORT,B2,اطلس (Atlas),0.21030000,0.21871200,0.00000000,2026-09-05 07:46:31,OPEN,,,,,,10.00,,titan_signal
LINK-USDT,SHORT,S3,کرونوس (Cronus),11.64590000,12.11173600,0.00000000,2026-09-05 07:46:33,OPEN,,,,,,10.00,,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.53610000,1.47465600,0.00000000,2026-09-05 07:46:35,CLOSED,TRAIL_STOP,2026-09-05 05:15:04,1.54033000,0.200000,0.075373,10.00,0.275373,titan_signal
ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.53610000,1.47465600,0.00000000,2026-09-05 07:46:36,CLOSED,TRAIL_STOP,2026-09-05 05:15:05,1.54033000,0.200000,0.075373,10.00,0.275373,titan_signal
INJ-USDT,SHORT,S3,کرونوس (Cronus),4.75600000,4.94624000,0.00000000,2026-09-05 07:46:39,CLOSED,TRAIL_STOP,2026-09-05 04:41:29,4.71640000,0.200000,0.632632,10.00,0.832632,titan_signal
SEI-USDT,SHORT,S3,کرونوس (Cronus),0.04688000,0.04875520,0.00000000,2026-09-05 07:46:40,OPEN,,,,,,10.00,,titan_signal
OP-USDT,LONG,S3,کرونوس (Cronus),0.09970000,0.09571200,0.00000000,2026-09-05 07:46:43,CLOSED,TRAIL_STOP,2026-09-05 05:15:05,0.10033000,0.200000,0.431896,10.00,0.631896,titan_signal
DOGE-USDT,SHORT,B2,اطلس (Atlas),0.08470000,0.08808800,0.00000000,2026-09-05 08:11:34,OPEN,,,,,,10.00,,titan_signal
INJ-USDT,SHORT,S3,کرونوس (Cronus),4.72200000,4.91088000,0.00000000,2026-09-05 08:11:39,CLOSED,STOP_HIT,2026-09-05 07:40:29,4.91088000,0.200000,-4.200000,10.00,-4.000000,titan_signal
PEPE-USDT,SHORT,S2,ایاپتوس (Iapetus),0.00000348,0.00000362,0.00000000,2026-09-05 08:11:41,OPEN,,,,,,10.00,,titan_signal
PEPE-USDT,SHORT,S3,کرونوس (Cronus),0.00000348,0.00000362,0.00000000,2026-09-05 08:11:42,CLOSED,TRAIL_STOP,2026-09-05 05:40:39,0.00000347,0.200000,0.110256,10.00,0.310256,titan_signal
PEPE-USDT,SHORT,B2,اطلس (Atlas),0.00000348,0.00000362,0.00000000,2026-09-05 08:11:44,OPEN,,,,,,10.00,,titan_signal
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),2.20770000,2.11939200,0.00000000,2026-09-05 08:45:15,CLOSED,TRAIL_STOP,2026-09-05 06:20:25,2.23785000,0.200000,1.165675,10.00,1.365675,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.54280000,1.48108800,0.00000000,2026-09-05 08:45:17,CLOSED,TRAIL_STOP,2026-09-05 06:44:05,1.55324000,0.200000,0.476692,10.00,0.676692,titan_signal
ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.54280000,1.48108800,0.00000000,2026-09-05 08:45:19,CLOSED,TRAIL_STOP,2026-09-05 06:44:06,1.55324000,0.200000,0.476692,10.00,0.676692,titan_signal
OP-USDT,LONG,S3,کرونوس (Cronus),0.10000000,0.09600000,0.00000000,2026-09-05 08:45:22,CLOSED,TRAIL_STOP,2026-09-05 06:20:26,0.10054000,0.200000,0.340000,10.00,0.540000,titan_signal
OP-USDT,LONG,B1,هایپریون (Hyperion),0.10000000,0.09600000,0.00000000,2026-09-05 08:45:23,CLOSED,TRAIL_STOP,2026-09-05 06:20:26,0.10054000,0.200000,0.340000,10.00,0.540000,titan_signal
LTC-USDT,LONG,S3,کرونوس (Cronus),52.79000000,50.67840000,0.00000000,2026-09-05 09:10:47,CLOSED,TRAIL_STOP,2026-09-05 06:20:27,53.73500000,0.200000,1.590112,10.00,1.790112,titan_signal
LTC-USDT,LONG,B1,هایپریون (Hyperion),52.79000000,50.67840000,0.00000000,2026-09-05 09:10:49,CLOSED,TRAIL_STOP,2026-09-05 06:20:27,53.73500000,0.200000,1.590112,10.00,1.790112,titan_signal
LINK-USDT,SHORT,B2,اطلس (Atlas),11.62800000,12.09312000,0.00000000,2026-09-05 09:10:52,OPEN,,,,,,10.00,,titan_signal
TIA-USDT,LONG,S3,کرونوس (Cronus),0.36440000,0.34982400,0.00000000,2026-09-05 09:10:54,CLOSED,TRAIL_STOP,2026-09-05 06:20:28,0.36935000,0.200000,1.158397,10.00,1.358397,titan_signal
TIA-USDT,LONG,B1,هایپریون (Hyperion),0.36440000,0.34982400,0.00000000,2026-09-05 09:10:56,CLOSED,TRAIL_STOP,2026-09-05 06:20:28,0.36935000,0.200000,1.158397,10.00,1.358397,titan_signal
PEPE-USDT,SHORT,S3,کرونوس (Cronus),0.00000348,0.00000362,0.00000000,2026-09-05 09:10:58,OPEN,,,,,,10.00,,titan_signal
XAUT-USDT,SHORT,B2,اطلس (Atlas),4426.33000000,4603.38320000,0.00000000,2026-09-05 09:50:45,OPEN,,,,,,10.00,,titan_signal
LTC-USDT,LONG,S3,کرونوس (Cronus),53.62000000,51.47520000,0.00000000,2026-09-05 09:50:47,CLOSED,TRAIL_STOP,2026-09-05 06:44:07,53.78200000,0.200000,0.102126,10.00,0.302126,titan_signal
LTC-USDT,LONG,B1,هایپریون (Hyperion),53.62000000,51.47520000,0.00000000,2026-09-05 09:50:48,CLOSED,TRAIL_STOP,2026-09-05 06:44:07,53.78200000,0.200000,0.102126,10.00,0.302126,titan_signal
SUI-USDT,LONG,S3,کرونوس (Cronus),0.77520000,0.74419200,0.00000000,2026-09-05 09:50:50,CLOSED,TRAIL_STOP,2026-09-05 06:44:08,0.78285000,0.200000,0.786842,10.00,0.986842,titan_signal
SUI-USDT,LONG,B1,هایپریون (Hyperion),0.77520000,0.74419200,0.00000000,2026-09-05 09:50:52,CLOSED,TRAIL_STOP,2026-09-05 06:44:08,0.78285000,0.200000,0.786842,10.00,0.986842,titan_signal
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),2.22150000,2.13264000,0.00000000,2026-09-05 09:50:53,CLOSED,TRAIL_STOP,2026-09-05 06:44:09,2.27109000,0.200000,2.032275,10.00,2.232275,titan_signal
DOT-USDT,LONG,S3,کرونوس (Cronus),0.90560000,0.86937600,0.00000000,2026-09-05 09:50:54,CLOSED,TRAIL_STOP,2026-09-05 06:44:09,0.91199000,0.200000,0.505610,10.00,0.705610,titan_signal
DOT-USDT,LONG,B1,هایپریون (Hyperion),0.90560000,0.86937600,0.00000000,2026-09-05 09:50:56,CLOSED,TRAIL_STOP,2026-09-05 06:44:10,0.91199000,0.200000,0.505610,10.00,0.705610,titan_signal
TIA-USDT,LONG,S3,کرونوس (Cronus),0.36830000,0.35356800,0.00000000,2026-09-05 09:50:59,OPEN,,,,,,10.00,,titan_signal
TIA-USDT,LONG,B1,هایپریون (Hyperion),0.36830000,0.35356800,0.00000000,2026-09-05 09:51:00,OPEN,,,,,,10.00,,titan_signal
OP-USDT,LONG,S1,پرومتئوس (Prometheus),0.10080000,0.09676800,0.00000000,2026-09-05 09:51:19,CLOSED,TRAIL_STOP,2026-09-05 06:44:10,0.10170000,0.200000,0.692857,10.00,0.892857,titan_signal
OP-USDT,LONG,S3,کرونوس (Cronus),0.10080000,0.09676800,0.00000000,2026-09-05 09:51:32,CLOSED,TRAIL_STOP,2026-09-05 06:44:11,0.10170000,0.200000,0.692857,10.00,0.892857,titan_signal
OP-USDT,LONG,B1,هایپریون (Hyperion),0.10080000,0.09676800,0.00000000,2026-09-05 09:51:33,CLOSED,TRAIL_STOP,2026-09-05 06:44:11,0.10170000,0.200000,0.692857,10.00,0.892857,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),726.63700000,697.57152000,0.00000000,2026-09-05 10:14:36,CLOSED,TRAIL_STOP,2026-09-05 07:15:00,734.69740000,0.200000,0.909275,10.00,1.109275,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),726.63700000,697.57152000,0.00000000,2026-09-05 10:14:37,CLOSED,TRAIL_STOP,2026-09-05 07:15:00,734.69740000,0.200000,0.909275,10.00,1.109275,titan_signal
LTC-USDT,LONG,S3,کرونوس (Cronus),53.78000000,51.62880000,0.00000000,2026-09-05 10:14:40,CLOSED,TRAIL_STOP,2026-09-05 07:15:01,54.01400000,0.200000,0.235106,10.00,0.435106,titan_signal
LTC-USDT,LONG,B1,هایپریون (Hyperion),53.78000000,51.62880000,0.00000000,2026-09-05 10:14:41,CLOSED,TRAIL_STOP,2026-09-05 07:15:01,54.01400000,0.200000,0.235106,10.00,0.435106,titan_signal
SUI-USDT,LONG,S3,کرونوس (Cronus),0.78140000,0.75014400,0.00000000,2026-09-05 10:15:00,CLOSED,TRAIL_STOP,2026-09-05 07:40:31,0.78896000,0.200000,0.767494,10.00,0.967494,titan_signal
SUI-USDT,LONG,B1,هایپریون (Hyperion),0.78140000,0.75014400,0.00000000,2026-09-05 10:15:14,CLOSED,TRAIL_STOP,2026-09-05 07:40:31,0.78896000,0.200000,0.767494,10.00,0.967494,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.25740000,2.16710400,0.00000000,2026-09-05 10:15:15,CLOSED,TRAIL_STOP,2026-09-05 07:15:02,2.28116000,0.200000,0.852538,10.00,1.052538,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.25740000,2.16710400,0.00000000,2026-09-05 10:15:16,CLOSED,TRAIL_STOP,2026-09-05 07:15:02,2.28116000,0.200000,0.852538,10.00,1.052538,titan_signal
DOT-USDT,LONG,S3,کرونوس (Cronus),0.91190000,0.87542400,0.00000000,2026-09-05 10:15:18,CLOSED,TRAIL_STOP,2026-09-05 07:15:03,0.91523000,0.200000,0.165172,10.00,0.365172,titan_signal
DOT-USDT,LONG,B1,هایپریون (Hyperion),0.91190000,0.87542400,0.00000000,2026-09-05 10:15:19,CLOSED,TRAIL_STOP,2026-09-05 07:15:03,0.91523000,0.200000,0.165172,10.00,0.365172,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.55580000,1.49356800,0.00000000,2026-09-05 10:15:22,CLOSED,TRAIL_STOP,2026-09-05 13:49:56,1.56075000,0.200000,0.118164,10.00,0.318164,titan_signal
ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.55580000,1.49356800,0.00000000,2026-09-05 10:15:23,CLOSED,TRAIL_STOP,2026-09-05 13:49:56,1.56075000,0.200000,0.118164,10.00,0.318164,titan_signal
OP-USDT,LONG,S3,کرونوس (Cronus),0.10150000,0.09744000,0.00000000,2026-09-05 10:15:26,CLOSED,TRAIL_STOP,2026-09-05 07:15:04,0.10186000,0.200000,0.154680,10.00,0.354680,titan_signal
OP-USDT,LONG,B1,هایپریون (Hyperion),0.10150000,0.09744000,0.00000000,2026-09-05 10:15:28,CLOSED,TRAIL_STOP,2026-09-05 07:15:05,0.10186000,0.200000,0.154680,10.00,0.354680,titan_signal
SHIB-USDT,LONG,S3,کرونوس (Cronus),0.00000540,0.00000518,0.00000000,2026-09-05 10:15:29,CLOSED,TRAIL_STOP,2026-09-05 13:49:57,0.00000543,0.200000,0.300000,10.00,0.500000,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),733.71800000,704.36928000,0.00000000,2026-09-05 10:45:20,CLOSED,TRAIL_STOP,2026-09-05 07:40:32,738.66170000,0.200000,0.473787,10.00,0.673787,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),733.71800000,704.36928000,0.00000000,2026-09-05 10:45:22,CLOSED,TRAIL_STOP,2026-09-05 07:40:33,738.66170000,0.200000,0.473787,10.00,0.673787,titan_signal
LTC-USDT,LONG,S3,کرونوس (Cronus),53.90000000,51.74400000,0.00000000,2026-09-05 10:45:24,CLOSED,TRAIL_STOP,2026-09-05 07:40:33,54.29600000,0.200000,0.534694,10.00,0.734694,titan_signal
LTC-USDT,LONG,B1,هایپریون (Hyperion),53.90000000,51.74400000,0.00000000,2026-09-05 10:45:26,CLOSED,TRAIL_STOP,2026-09-05 07:40:34,54.29600000,0.200000,0.534694,10.00,0.734694,titan_signal
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),2.24980000,2.15980800,0.00000000,2026-09-05 10:45:28,CLOSED,TRAIL_STOP,2026-09-05 13:49:57,2.25628000,0.200000,0.088026,10.00,0.288026,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.24980000,2.15980800,0.00000000,2026-09-05 10:45:29,CLOSED,TRAIL_STOP,2026-09-05 13:49:57,2.25628000,0.200000,0.088026,10.00,0.288026,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.24980000,2.15980800,0.00000000,2026-09-05 10:45:31,CLOSED,TRAIL_STOP,2026-09-05 13:49:58,2.25628000,0.200000,0.088026,10.00,0.288026,titan_signal
DOT-USDT,LONG,S1,پرومتئوس (Prometheus),0.90860000,0.87225600,0.00000000,2026-09-05 10:45:32,CLOSED,TRAIL_STOP,2026-09-05 13:49:58,0.91562000,0.200000,0.572617,10.00,0.772617,titan_signal
DOT-USDT,LONG,S3,کرونوس (Cronus),0.90860000,0.87225600,0.00000000,2026-09-05 10:45:33,CLOSED,TRAIL_STOP,2026-09-05 13:49:59,0.91562000,0.200000,0.572617,10.00,0.772617,titan_signal
DOT-USDT,LONG,B1,هایپریون (Hyperion),0.90860000,0.87225600,0.00000000,2026-09-05 10:45:35,CLOSED,TRAIL_STOP,2026-09-05 13:49:59,0.91562000,0.200000,0.572617,10.00,0.772617,titan_signal
AVAX-USDT,LONG,S3,کرونوس (Cronus),7.46200000,7.16352000,0.00000000,2026-09-05 10:45:53,CLOSED,TRAIL_STOP,2026-09-05 07:40:35,7.52500000,0.200000,0.644278,10.00,0.844278,titan_signal
AVAX-USDT,LONG,B1,هایپریون (Hyperion),7.46200000,7.16352000,0.00000000,2026-09-05 10:46:09,CLOSED,TRAIL_STOP,2026-09-05 07:40:36,7.52500000,0.200000,0.644278,10.00,0.844278,titan_signal
OP-USDT,LONG,S3,کرونوس (Cronus),0.10150000,0.09744000,0.00000000,2026-09-05 10:46:12,CLOSED,TRAIL_STOP,2026-09-05 08:17:03,0.10222000,0.200000,0.509360,10.00,0.709360,titan_signal
OP-USDT,LONG,B1,هایپریون (Hyperion),0.10150000,0.09744000,0.00000000,2026-09-05 10:46:13,CLOSED,TRAIL_STOP,2026-09-05 08:17:03,0.10222000,0.200000,0.509360,10.00,0.709360,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),737.30900000,707.81664000,0.00000000,2026-09-05 11:10:51,CLOSED,TRAIL_STOP,2026-09-05 08:17:04,744.23090000,0.200000,0.738806,10.00,0.938806,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),737.30900000,707.81664000,0.00000000,2026-09-05 11:10:53,CLOSED,TRAIL_STOP,2026-09-05 08:17:04,744.23090000,0.200000,0.738806,10.00,0.938806,titan_signal
LTC-USDT,LONG,S3,کرونوس (Cronus),53.98000000,51.82080000,0.00000000,2026-09-05 11:10:55,OPEN,,,,,,10.00,,titan_signal
LTC-USDT,LONG,B1,هایپریون (Hyperion),53.98000000,51.82080000,0.00000000,2026-09-05 11:10:56,OPEN,,,,,,10.00,,titan_signal
SUI-USDT,LONG,S3,کرونوس (Cronus),0.78850000,0.75696000,0.00000000,2026-09-05 11:10:59,CLOSED,TRAIL_STOP,2026-09-05 08:17:06,0.79318000,0.200000,0.393532,10.00,0.593532,titan_signal
SUI-USDT,LONG,B1,هایپریون (Hyperion),0.78850000,0.75696000,0.00000000,2026-09-05 11:11:00,CLOSED,TRAIL_STOP,2026-09-05 08:17:06,0.79318000,0.200000,0.393532,10.00,0.593532,titan_signal
AVAX-USDT,LONG,S3,کرونوس (Cronus),7.50100000,7.20096000,0.00000000,2026-09-05 11:11:02,OPEN,,,,,,10.00,,titan_signal
AVAX-USDT,LONG,B1,هایپریون (Hyperion),7.50100000,7.20096000,0.00000000,2026-09-05 11:11:04,OPEN,,,,,,10.00,,titan_signal
FIL-USDT,LONG,S1,پرومتئوس (Prometheus),0.77150000,0.74064000,0.00000000,2026-09-05 11:11:05,OPEN,,,,,,10.00,,titan_signal
FIL-USDT,LONG,S3,کرونوس (Cronus),0.77150000,0.74064000,0.00000000,2026-09-05 11:11:06,OPEN,,,,,,10.00,,titan_signal
POL-USDT,LONG,S3,کرونوس (Cronus),0.09520000,0.09139200,0.00000000,2026-09-05 11:11:09,OPEN,,,,,,10.00,,titan_signal
POL-USDT,LONG,B1,هایپریون (Hyperion),0.09520000,0.09139200,0.00000000,2026-09-05 11:11:26,OPEN,,,,,,10.00,,titan_signal
OP-USDT,LONG,S1,پرومتئوس (Prometheus),0.10120000,0.09715200,0.00000000,2026-09-05 11:11:40,CLOSED,TRAIL_STOP,2026-09-05 08:17:08,0.10219000,0.200000,0.778261,10.00,0.978261,titan_signal
SHIB-USDT,LONG,B1,هایپریون (Hyperion),0.00000539,0.00000518,0.00000000,2026-09-05 11:11:42,CLOSED,TRAIL_STOP,2026-09-05 08:17:08,0.00000541,0.200000,0.083806,10.00,0.283806,titan_signal
BTC-USDT,SHORT,S2,ایاپتوس (Iapetus),79678.30000000,82865.43200000,0.00000000,2026-09-05 11:47:22,OPEN,,,,,,10.00,,titan_signal
BTC-USDT,SHORT,S3,کرونوس (Cronus),79678.30000000,82865.43200000,0.00000000,2026-09-05 11:47:23,OPEN,,,,,,10.00,,titan_signal
BTC-USDT,SHORT,B2,اطلس (Atlas),79678.30000000,82865.43200000,0.00000000,2026-09-05 11:47:24,OPEN,,,,,,10.00,,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),744.58100000,714.79776000,0.00000000,2026-09-05 11:47:26,CLOSED,TRAIL_STOP,2026-09-05 08:41:52,751.13300000,0.200000,0.679958,10.00,0.879958,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),744.58100000,714.79776000,0.00000000,2026-09-05 11:47:27,CLOSED,TRAIL_STOP,2026-09-05 08:41:53,751.13300000,0.200000,0.679958,10.00,0.879958,titan_signal
SUI-USDT,LONG,S3,کرونوس (Cronus),0.78990000,0.75830400,0.00000000,2026-09-05 11:47:31,OPEN,,,,,,10.00,,titan_signal
SUI-USDT,LONG,B1,هایپریون (Hyperion),0.78990000,0.75830400,0.00000000,2026-09-05 11:47:32,OPEN,,,,,,10.00,,titan_signal
FIL-USDT,LONG,B1,هایپریون (Hyperion),0.76970000,0.73891200,0.00000000,2026-09-05 11:47:35,OPEN,,,,,,10.00,,titan_signal
OP-USDT,LONG,S1,پرومتئوس (Prometheus),0.10110000,0.09705600,0.00000000,2026-09-05 11:47:38,CLOSED,TRAIL_STOP,2026-09-05 13:50:01,0.10164000,0.200000,0.334125,10.00,0.534125,titan_signal
OP-USDT,LONG,S3,کرونوس (Cronus),0.10110000,0.09705600,0.00000000,2026-09-05 11:47:40,CLOSED,TRAIL_STOP,2026-09-05 13:50:02,0.10164000,0.200000,0.334125,10.00,0.534125,titan_signal
OP-USDT,LONG,B1,هایپریون (Hyperion),0.10110000,0.09705600,0.00000000,2026-09-05 11:47:41,CLOSED,TRAIL_STOP,2026-09-05 13:50:02,0.10164000,0.200000,0.334125,10.00,0.534125,titan_signal
SHIB-USDT,LONG,B1,هایپریون (Hyperion),0.00000539,0.00000518,0.00000000,2026-09-05 11:47:43,CLOSED,TRAIL_STOP,2026-09-05 13:50:03,0.00000543,0.200000,0.417467,10.00,0.617467,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),749.42700000,719.44992000,0.00000000,2026-09-05 12:11:58,CLOSED,TRAIL_STOP,2026-09-05 13:50:03,751.49430000,0.200000,0.075851,10.00,0.275851,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),749.42700000,719.44992000,0.00000000,2026-09-05 12:11:59,CLOSED,TRAIL_STOP,2026-09-05 13:50:03,751.49430000,0.200000,0.075851,10.00,0.275851,titan_signal
LTC-USDT,LONG,S1,پرومتئوس (Prometheus),53.08000000,50.95680000,0.00000000,2026-09-05 12:12:02,OPEN,,,,,,10.00,,titan_signal
TIA-USDT,LONG,S1,پرومتئوس (Prometheus),0.36330000,0.34876800,0.00000000,2026-09-05 12:12:07,CLOSED,TRAIL_STOP,2026-09-05 13:50:04,0.36438000,0.200000,0.097275,10.00,0.297275,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),747.46000000,717.56160000,0.00000000,2026-09-05 13:50:30,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.151 [>= 0.6];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=728.54, EMA50=719.83;[PASS] EMA Trend 4h: EMA21=715.85, EMA50=703.63, EMA200=653.42;[FAIL] RSI 30m: RSI=80.89;[PASS] MACD 30m: MACD_hist=2.5323;[FAIL] Smart Pullback: price=747.4600 EMA=733.1212 RSI=80.9 BS=0.151;[PASS] ADX: ADX=38.80 [>22], DI+=43.90, DI-=11.58;[FAIL] CCI Momentum: CCI=121.18;[PASS] SAR: SAR=744.0136, price=747.4600;[FAIL] Stochastic: K=84.78 D=84.78;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0096 [>0.005];[PASS] Combined Range Filter: diff=0.0096, ADX=38.80, mode=AND"
